address,mod_address,long,lat
Lansdowne AVE Manitoba,"Lansdowne Ave, Winnipeg, MB, Canada",-97.139438,49.933371
Lanyon DR Manitoba,"Lanyon Dr, Winnipeg, MB R2N, Canada",-97.082268,49.814901
Larchdale CR Manitoba,"Larchdale Crescent, Winnipeg, MB, Canada",-97.098522,49.937292
Larche AVE East Manitoba,"Larche Ave E, Winnipeg, MB R2C, Canada",-96.9992753,49.9077754
Larche AVE West Manitoba,"Larche Ave W, Winnipeg, MB R2C, Canada",-97.00544599999999,49.9077349
Larche CR Manitoba,"Larche Crescent, Winnipeg, MB R2C, Canada",-96.9941138,49.9070742
Larchwood PL Manitoba,"Larchwood Pl, Winnipeg, MB R2H, Canada",-97.13218099999999,49.8722276
Lardon Court Manitoba,"Lardon Ct, Winnipeg, MB R3X 1Y4, Canada",-97.07971359999999,49.8333656
Larivi?re ST Manitoba,"Lariviere St, Winnipeg, MB R2H, Canada",-97.10739199999999,49.87851630000001
Lark ST Manitoba,"Lark St, Winnipeg, MB R3E, Canada",-97.1692667,49.9079379
Larkin CV Manitoba,"Larkin Cove, Winnipeg, MB R3T, Canada",-97.16537029999999,49.7831932
Larkspur DR Manitoba,"Larkspur Dr, Winnipeg, MB R2R, Canada",-97.2150166,49.944496
Larsen AVE Manitoba,"Larsen Ave, Winnipeg, MB R2K, Canada",-97.10499759999999,49.9151341
Larter CR Manitoba,"Larter Crescent, St. Andrews, MB R0C, Canada",-97.02209119999999,50.04189239999999
Lasker PL Manitoba,"Lasker Pl, Winnipeg, MB R2P, Canada",-97.1910685,49.9612772
Lauder AVE Manitoba,"Lauder Ave, Winnipeg, MB R2K, Canada",-97.074659,49.92883699999999
Laura ST Manitoba,"Laura St, Winnipeg, MB R3A, Canada",-97.1442486,49.90529979999999
Laurel Bay Manitoba,"Laurel Bay, Winnipeg, MB R2V, Canada",-97.131452,49.94523
Laurel Leaf Lane Manitoba,"Laurel Leaf Ln, Winnipeg, MB R2V, Canada",-97.1287887,49.9531472
Laurel Ridge DR Manitoba,"Laurel Ridge Dr, Winnipeg, MB R3Y, Canada",-97.18676149999999,49.82158339999999
Laurent CV Manitoba,"Laurent Cove, Winnipeg, MB R3V, Canada",-97.1713037,49.7704392
Laurent DR Manitoba,"Laurent Dr, Winnipeg, MB R3V, Canada",-97.1704907,49.7696984
Laurent PL Manitoba,"Laurent Pl, Winnipeg, MB R3V, Canada",-97.1708797,49.7684106
Laurentia Bay Manitoba,"Laurentia Bay, Winnipeg, MB R2C, Canada",-96.982323,49.8949109
Laval DR Manitoba,"Laval Dr, Winnipeg, MB R3T, Canada",-97.14512219999999,49.7990445
Lavalee RD Manitoba,"Lavalee Rd, Winnipeg, MB R2M, Canada",-97.09132070000001,49.84090399999999
Lavender Bay Manitoba,"Lavender Bay, Winnipeg, MB R2P, Canada",-97.18022599999999,49.959488
Lavenham CR Manitoba,"Lavenham Crescent, Winnipeg, MB R3R, Canada",-97.3192521,49.85862059999999
Lawndale AVE Manitoba,"Lawndale Ave, Winnipeg, MB R2H, Canada",-97.128711,49.875477
Lawrence ST Manitoba,"Lawrence St, Winnipeg, MB R2X, Canada",-97.18075549999999,49.9293549
Laxdal RD Manitoba,"Laxdal Rd, Winnipeg, MB R3R, Canada",-97.26017429999999,49.8569823
Le Maire Rue Manitoba,"Rue le Maire, Winnipeg, MB R3V, Canada",-97.16524899999999,49.7668475
Le Peress AVE Manitoba,"Le Peress Ave, Winnipeg, MB R2V 4H6, Canada",-97.09882359999999,49.9566056
Leach ST Manitoba,"Leach St, Winnipeg, MB R3T, Canada",-97.134158,49.7994996
Leacock AVE Manitoba,"Leacock Ave, Winnipeg, MB R3K, Canada",-97.29275299999999,49.869262
Leahcrest CR Manitoba,"Leahcrest Crescent, Winnipeg, MB R2P, Canada",-97.190612,49.956311
Leamen CR Manitoba,"Leamen Crescent, Winnipeg, MB R2P, Canada",-97.163008,49.9517049
Leamington Gate Manitoba,"Leamington Gate, Winnipeg, MB R3Y, Canada",-97.1978342,49.8129662
Leander CR Manitoba,"Leander Crescent, Winnipeg, MB R3Y, Canada",-97.2088224,49.8151942
Leatherwood CV Manitoba,"Leatherwood Cove, Winnipeg, MB R2G, Canada",-97.0472295,49.9493089
Leatherwood CR Manitoba,"Leatherwood Crescent, Winnipeg, MB R2G, Canada",-97.0507451,49.9491575
Lechman PL Manitoba,"Lechman Pl, Winnipeg, MB R2N, Canada",-97.1096458,49.8133869
Leclair PL Manitoba,"Leclair Pl, Winnipeg, MB R3V, Canada",-97.1694761,49.7683374
Lee BLVD Manitoba,"Lee Blvd, Winnipeg, MB, Canada",-97.1733817,49.7950597
Leeds AVE Manitoba,"Leeds Ave, Winnipeg, MB R3T, Canada",-97.149704,49.7863063
Leeward PL Manitoba,"Leeward Pl, Winnipeg, MB R3X, Canada",-97.0639597,49.8364443
Leger CR Manitoba,"Leger Crescent, Winnipeg, MB R3X, Canada",-97.07032099999999,49.833623
Legion AVE Manitoba,"Legion Ave, Winnipeg, MB, Canada",-97.20443499999999,49.91799
Lehigh Point Manitoba,"Lehigh Point, Winnipeg, MB R3Y, Canada",-97.20680899999999,49.806389
Leicester Square Manitoba,"Leicester Square, Winnipeg, MB R3J, Canada",-97.2501769,49.88698
Leighton AVE Manitoba,"Leighton Ave, Winnipeg, MB R2K, Canada",-97.0970676,49.9323592
Leila AVE Manitoba,"Leila Ave, Winnipeg, MB, Canada",-97.1476928,49.9534179
Leisure Bay Manitoba,"Leisure Bay, Winnipeg, MB R2Y, Canada",-97.2941012,49.8935799
Lemay AVE Manitoba,"Lemay Ave, Winnipeg, MB R3V, Canada",-97.1534958,49.7652052
Lemmen DR Manitoba,"Lemmen Dr, Winnipeg, MB R2K, Canada",-97.0609458,49.9202731
Lennox AVE Manitoba,"Lennox Ave, Winnipeg, MB R2M, Canada",-97.1066169,49.8503634
Lenore ST Manitoba,"Lenore St, Winnipeg, MB R3G, Canada",-97.171719,49.88165900000001
Leo Novak ST Manitoba,"Leo Novak St, Winnipeg, MB R2X, Canada",-97.18611179999999,49.92975879999999
Leola ST Manitoba,"Leola St, Winnipeg, MB R2C, Canada",-96.9935108,49.8975308
Leon Bell DR Manitoba,"Leon Bell Dr, Winnipeg, MB R3T, Canada",-97.1683626,49.77411859999999
Lepine AVE Manitoba,"Lepine Ave, Winnipeg, MB R3K, Canada",-97.32050629999999,49.8777443
Lerwick Bay Manitoba,"Lerwick Bay, Winnipeg, MB R2K, Canada",-97.07500900000001,49.930711
Leslie AVE Manitoba,"Leslie Ave, Gretna, MB R0G 0V0, Canada",-97.562479,49.0106228
Lestang Rue Manitoba,"Lestang St, Winnipeg, MB R3V, Canada",-97.15950169999999,49.7646723
Leston PL Manitoba,"Leston Pl, Winnipeg, MB R2N 1P3, Canada",-97.1009023,49.8218182
Lethbridge AVE Manitoba,"Lethbridge Ave, Winnipeg, MB R2C, Canada",-97.0221366,49.89997959999999
Leveque Rue Manitoba,"Leveque St, Winnipeg, MB R2J, Canada",-97.050243,49.8573582
Levis ST Manitoba,"Levis St, Winnipeg, MB R2L, Canada",-97.1110028,49.9087265
Lewis ST Manitoba,"Lewis St, Winnipeg, MB R3L, Canada",-97.14005189999999,49.881299
Liberty ST Manitoba,"Liberty St, Winnipeg, MB R3S, Canada",-97.2612362,49.834428
Lighthouse Point Manitoba,"Manitoba, Canada",-98.8138762,53.7608608
Lilac ST Manitoba,"Lilac St, Winnipeg, MB, Canada",-97.152001,49.863143
Lily ST Manitoba,"Lily St, Winnipeg, MB R3B, Canada",-97.1344579,49.900217
Limetree CV Manitoba,"Limetree Cove, Winnipeg, MB R2J, Canada",-97.0866503,49.8464416
Linacre RD Manitoba,"Linacre Rd, Winnipeg, MB R3T, Canada",-97.1401781,49.7925313
Lincoln AVE Manitoba,"Lincoln Ave, Winnipeg, MB R3E, Canada",-97.1890882,49.9143587
Lincrest RD Manitoba,"Lincrest Rd, Winnipeg, MB R2V, Canada",-97.13438049999999,49.9443251
Linden AVE Manitoba,"Linden Ave, Winnipeg, MB R2K, Canada",-97.0929994,49.92850379999999
Linden Park Bay Manitoba,"Linden Park Bay, Winnipeg, MB R2R, Canada",-97.196135,49.951455
Linden Ridge DR Manitoba,"Linden Ridge Dr, Winnipeg, MB, Canada",-97.1871532,49.8239496
Linden Terrace Way Manitoba,"Linden Terrace Way, Winnipeg, MB R3P, Canada",-97.194805,49.82931319999999
Lindenshore DR Manitoba,"Lindenshore Dr, Winnipeg, MB R3P, Canada",-97.19584520000001,49.8299472
Lindenwood DR East Manitoba,"Lindenwood Dr E, Winnipeg, MB R3P, Canada",-97.1919049,49.829265
Lindenwood DR West Manitoba,"Lindenwood Dr W, Winnipeg, MB R3P, Canada",-97.1973994,49.83365740000001
Lindenwood PL Manitoba,"Lindenwood Pl, Winnipeg, MB R3P, Canada",-97.18131699999999,49.8387895
Lindhurst AVE Manitoba,"Lindhurst Ave, Winnipeg, MB, Canada",-97.08942359999999,49.9137712
Lindmere DR Manitoba,"Lindmere Dr, Winnipeg, MB R3P, Canada",-97.20142949999999,49.8310228
Lindsay ST Manitoba,"Lindsay St, Winnipeg, MB R3N, Canada",-97.1939302,49.8636219
Linmar Way Manitoba,"Linmar Way, Winnipeg, MB R2J, Canada",-97.04542169999999,49.8537405
Linwood ST Manitoba,"Linwood St, Winnipeg, MB R3J, Canada",-97.2275947,49.8835406
Lionheart Court Manitoba,"Lionheart Ct, Winnipeg, MB R3P, Canada",-97.1827421,49.8296371
Lipsett CR Manitoba,"Lipsett Crescent, Winnipeg, MB R3R, Canada",-97.31616,49.86662099999999
Lipton ST Manitoba,"Lipton St, Winnipeg, MB, Canada",-97.1732317,49.8916213
Lisgar AVE Manitoba,"Lisgar Ave, Winnipeg, MB R2W, Canada",-97.13031409999999,49.9110646
Lismer CR Manitoba,"Lismer Crescent, Winnipeg, MB R3R, Canada",-97.31290179999999,49.8511806
Lismore AVE Manitoba,"Lismore Ave, Winnipeg, MB R2R, Canada",-97.2050623,49.918703
Listowel Bay Manitoba,"Listowel Bay, Winnipeg, MB R3J, Canada",-97.2598823,49.8880572
Litchfield BLVD Manitoba,"Litchfield Blvd, Winnipeg, MB R3P, Canada",-97.2293128,49.8491371
Litz PL Manitoba,"Litz Pl, Winnipeg, MB R2G, Canada",-97.0875234,49.9452182
Livingston PL Manitoba,"Livingston Pl, Winnipeg, MB R3T, Canada",-97.14203040000001,49.7913177
Livinia AVE Manitoba,"Livinia Ave, Winnipeg, MB, Canada",-97.31502220000002,49.8843605
Lizzie ST Manitoba,"Lizzie St, Winnipeg, MB R3A, Canada",-97.1402145,49.9053147
Lloyd ST Manitoba,"Lloyd St, Winnipeg, MB R2H, Canada",-97.1180359,49.8739465
Lochinvar AVE Manitoba,"Lochinvar Ave, Winnipeg, MB R2J, Canada",-97.05656599999999,49.8582899
Lochmoor AVE Manitoba,"Lochmoor Ave, Winnipeg, MB R2J, Canada",-97.05810269999999,49.860294
Lochspur Lane Manitoba,"Lochspur Ln, Winnipeg, MB R2V, Canada",-97.0954476,49.9601325
Lock ST Manitoba,"Lock St, Winnipeg, MB R3E, Canada",-97.19025719999999,49.9210164
Locksley Bay Manitoba,"Locksley Bay, Winnipeg, MB R2K, Canada",-97.09103809999999,49.9120967
Lockston AVE Manitoba,"Lockston Ave, Winnipeg, MB R3N, Canada",-97.204304,49.8661487
Lockwood ST Manitoba,"Lockwood St, Winnipeg, MB R3N, Canada",-97.202545,49.86902569999999
Locomotive DR Manitoba,"Locomotive Dr, Winnipeg, MB R3P, Canada",-97.22407729999999,49.8708757
Lodge AVE Manitoba,"Lodge Ave, Winnipeg, MB R3J, Canada",-97.25438199999999,49.879742
Lodgepine Bay Manitoba,"Lodgepine Bay, Winnipeg, MB R2M, Canada",-97.1011152,49.8296131
Logan AVE Manitoba,"Logan Ave, Winnipeg, MB, Canada",-97.17923359999999,49.9164843
Lombard AVE Manitoba,"Lombard Ave, Winnipeg, MB R3B, Canada",-97.13548899999999,49.8958119
Lomond BLVD Manitoba,"Lomond Blvd, Winnipeg, MB R2J, Canada",-97.05917230000001,49.8599804
London RD Manitoba,"London Rd, Winnipeg, MB R3J 2M8, Canada",-97.23884029999999,49.8907542
London ST Manitoba,"London St, Winnipeg, MB, Canada",-97.0769088,49.9173664
Loneoak PL Manitoba,"Loneoak Pl, Winnipeg, MB R2J, Canada",-97.0893241,49.8469591
Lonergan PL Manitoba,"Lonergan Pl, Winnipeg, MB R2J, Canada",-97.0739255,49.8433238
Long Point Bay Manitoba,"Long Point Bay, Division No. 19, Unorganized, MB, Canada",-101.2478945,52.9816744
Longfellow Bay Manitoba,"Longfellow Bay, Winnipeg, MB R3K, Canada",-97.2982967,49.8658621
Longford AVE Manitoba,"Longford Ave, Winnipeg, MB R2N, Canada",-97.1107883,49.8097712
Longstone PL Manitoba,"Longstone Pl, Winnipeg, MB R3T, Canada",-97.1405908,49.785229
Lonsdale DR Manitoba,"Lonsdale Dr, Winnipeg, MB R2Y, Canada",-97.28274499999999,49.88568900000001
Lopuck Bay Manitoba,"Lopuck Bay, Winnipeg, MB R2C, Canada",-96.96789539999999,49.89683369999999
Loraine ST Manitoba,"Loraine St, Winnipeg, MB R2M, Canada",-97.11093679999999,49.8611031
Lord AVE Manitoba,"Lord Avenue, Winnipeg, MB R3V, Canada",-97.1415126,49.7683042
Lorette AVE Manitoba,"Lorette Ave, Winnipeg, MB R3M, Canada",-97.159531,49.862392
Lorimer Lane Manitoba,"Lorimer Ln, Winnipeg, MB R2R, Canada",-97.21525659999999,49.9178462
Lorne AVE Manitoba,"Lorne Ave, Winnipeg, MB R2W, Canada",-97.1306499,49.9100696
Loudoun RD Manitoba,"Loudoun Rd, Manitoba, Canada",-97.25732509999999,49.822199
Louelda ST Manitoba,"Louelda St, Winnipeg, MB R2K, Canada",-97.06618979999999,49.9175741
Louis Riel ST Manitoba,"Louis Riel St, Winnipeg, MB R2H, Canada",-97.1198253,49.88554629999999
Louisiana PL Manitoba,"Louisiana Pl, Winnipeg, MB R3T, Canada",-97.14168889999999,49.789509
Low Lane Manitoba,"Low Ln, Winnipeg, MB, Canada",-97.209198,49.9208575
Lowe ST Manitoba,"1799 Kenaston Blvd, Winnipeg, MB R3Y 1V5, Canada",-97.1960586,49.8167774
Lowell PL Manitoba,"Lowell Pl, Winnipeg, MB R3T, Canada",-97.1687335,49.8050234
Lowery Bay Manitoba,"Lowery Bay, Winnipeg, MB R2K, Canada",-97.07466149999999,49.9058684
Lowson CR Manitoba,"Lowson Cres, Winnipeg, MB R3P, Canada",-97.20617569999999,49.8357439
Loyola Bay Manitoba,"Loyola Bay, Winnipeg, MB R3T, Canada",-97.1505157,49.7904285
Lucas AVE Manitoba,"Lucas Ave, Manitoba, Canada",-97.22694589999999,49.9422829
Lukanowski PL Manitoba,"Lukanowski Pl, Winnipeg, MB R3W, Canada",-97.0483319,49.9168171
Lulu ST Manitoba,"Lulu St, Winnipeg, MB R3E, Canada",-97.155585,49.908911
Lumsden AVE Manitoba,"Lumsden Ave, Winnipeg, MB R2Y, Canada",-97.3102523,49.8959796
Lusted AVE Manitoba,"Lusted Ave, Winnipeg, MB R2W, Canada",-97.1300289,49.909451
Luxton AVE Manitoba,"Luxton Ave, Winnipeg, MB R2W, Canada",-97.1190225,49.9248872
Lydia ST Manitoba,"Lydia St, Winnipeg, MB, Canada",-97.1544981,49.9015883
Lyle ST Manitoba,"Lyle St, Winnipeg, MB R3J, Canada",-97.22625280000001,49.8857386
Lynbrook DR Manitoba,"Lynbrook Dr, Winnipeg, MB R3R, Canada",-97.254739,49.863693
Lyndale DR Manitoba,"Lyndale Dr, Winnipeg, MB R2H, Canada",-97.1241191,49.87201229999999
Lynn Lake DR Manitoba,"Lynn Lake Dr, Winnipeg, MB R2C, Canada",-97.01692489999999,49.9151695
Lyon ST Manitoba,"Lyon St, Winnipeg, MB R3T, Canada",-97.14287550000002,49.8449999
Mabel ST Manitoba,"Mabel St, Winnipeg, MB R3L, Canada",-97.12264909999999,49.86542009999999
Maberley RD Manitoba,"Maberley Rd, Winnipeg, MB R2P, Canada",-97.1643727,49.9459041
Mac ST Manitoba,"Mac St, Winnipeg, MB R2V, Canada",-97.116192,49.930097
Macalester Bay Manitoba,"Macalester Bay, Winnipeg, MB R3T, Canada",-97.143141,49.796606
Macaulay CR Manitoba,"Macaulay Crescent, Winnipeg, MB R2G, Canada",-97.075076,49.93868399999999
Macaulay PL Manitoba,"Macaulay Pl, Winnipeg, MB R2G, Canada",-97.0745658,49.9376718
Macbell RD Manitoba,"Macbell Rd, Winnipeg, MB R3V 1P3, Canada",-97.1358645,49.7805691
Macdonald AVE Manitoba,"MacDonald Ave, Warren, MB R0C 3E0, Canada",-97.545101,50.1304196
Machray AVE Manitoba,"Machray Ave, Winnipeg, MB, Canada",-97.1456331,49.9292423
Mackie Bay Manitoba,"Mackie Bay, Winnipeg, MB R2Y, Canada",-97.30953989999999,49.8895355
Macklin AVE Manitoba,"Macklin Ave, Winnipeg, MB R2V, Canada",-97.1526171,49.94260329999999
Maclean CR Manitoba,"Maclean Crescent, Winnipeg, MB R3T, Canada",-97.1322551,49.8071671
Macoun PL Manitoba,"Macoun Pl, Winnipeg, MB R2C, Canada",-97.01621139999999,49.9079181
Maddin CR Manitoba,"Maddin Crescent, Winnipeg, MB R2P, Canada",-97.1729915,49.9588625
Madeline ST Manitoba,"Madeline St, Winnipeg, MB R2C, Canada",-97.012086,49.899912
Madera CR Manitoba,"Madera Crescent, Winnipeg, MB R2P, Canada",-97.1686599,49.9487605
Madison ST Manitoba,"Madison St, Winnipeg, MB, Canada",-97.2037333,49.8874946
Madrigal Close Manitoba,"Madrigal Close, Winnipeg, MB R2P, Canada",-97.17555399999999,49.949281
Madrill Close Manitoba,"Madrill Close, Winnipeg, MB R2P, Canada",-97.1768275,49.94762110000001
Maevista PL Manitoba,"Maevista Pl, Winnipeg, MB R2P, Canada",-97.168717,49.95273
Magdalene Bay Manitoba,"Magdalene Bay, Winnipeg, MB R3T, Canada",-97.1532495,49.7895181
Magellan Bay Manitoba,"Magellan Bay, Winnipeg, MB R3K, Canada",-97.295045,49.8754127
Magenta CR Manitoba,"Magenta Crescent, Winnipeg, MB R2P, Canada",-97.17089879999999,49.946366
Mager DR East Manitoba,"Mager Dr E, Winnipeg, MB R2M, Canada",-97.11062609999999,49.8620718
Mager DR West Manitoba,"Mager Dr W, Winnipeg, MB R2M, Canada",-97.114212,49.860023
Maginot ST Manitoba,"Maginot St, Winnipeg, MB R2J, Canada",-97.0758122,49.8734895
Magnan ST Manitoba,"Magnan St, Winnipeg, MB R2Y, Canada",-97.32218999999999,49.8822568
Magnolia ST Manitoba,"Magnolia Dr, Brandon, MB R7A, Canada",-99.95282999999999,49.8158207
Magnus AVE Manitoba,"Magnus Ave, Winnipeg, MB, Canada",-97.159824,49.923143
Mahonee DR Manitoba,"Mahonee Dr, Winnipeg, MB R2G, Canada",-97.0526191,49.9285218
Mailhiot RD Manitoba,"Manitoba, Canada",-98.8138762,53.7608608
Main ST Manitoba,"Main St, Manitoba, Canada",-97.02563870000002,50.0400132
Maintenance ST Manitoba,"Maintenance St, Winnipeg, MB R3H 1C8, Canada",-97.2192671,49.8978536
Maisonneuve Rue Manitoba,"Hochelaga-Maisonneuve, Montreal, QC, Canada",-73.5395631,45.5524684
Maitland DR Manitoba,"Maitland Dr, Winnipeg, MB R2N, Canada",-97.1041207,49.81459220000001
Majorca PL Manitoba,"Majorca Pl, Winnipeg, MB R2P, Canada",-97.172698,49.950785
Makinak Bay Manitoba,"Makinak Bay, Winnipeg, MB R2Y, Canada",-97.29977339999999,49.8980063
Malanchuk PL Manitoba,"Malanchuk Pl, Winnipeg, MB R2P, Canada",-97.19010270000001,49.9665685
Malcana ST Manitoba,"Malcana St, Winnipeg, MB R2G, Canada",-97.0573142,49.9445221
Malden Close Manitoba,"Malden Close, Winnipeg, MB R2P, Canada",-97.17116,49.948014
Malibu RD Manitoba,"Malibu Rd, Winnipeg, MB R2R, Canada",-97.22190289999999,49.9397383
Mallard Way Manitoba,"Mallard Way, Winnipeg, MB R2R, Canada",-97.2022207,49.95087179999999
Malmsbury AVE Manitoba,"Malmsbury Ave, Winnipeg, MB R2N, Canada",-97.110547,49.805068
Malone ST Manitoba,"Malone St, Winnipeg, MB R3R, Canada",-97.30978209999999,49.8605039
Manahan AVE Manitoba,"Manahan Ave, Winnipeg, MB R3T, Canada",-97.156572,49.829277
Manbrough PL Manitoba,"Manbrough Pl, Winnipeg, MB R2J, Canada",-97.072441,49.84729799999999
Manby AVE Manitoba,"Manby Ave, Winnipeg, MB R2N, Canada",-97.10323799999999,49.8054774
Manchester BLVD North Manitoba,"Manchester Blvd N, Winnipeg, MB R3T, Canada",-97.1374707,49.8459211
Manchester BLVD South Manitoba,"Manchester Blvd S, Winnipeg, MB R3T, Canada",-97.137012,49.845557
Mandalay DR Manitoba,"Mandalay Dr, Winnipeg, MB, Canada",-97.183898,49.954938
Mandan RD Manitoba,"Mandan Rd, Winnipeg, MB R2P, Canada",-97.165455,49.956933
Mandeville ST Manitoba,"Mandeville St, Winnipeg, MB R3J, Canada",-97.23183,49.8806136
Manford Close Manitoba,"Manford Close, Winnipeg, MB R2P, Canada",-97.1754843,49.946144
Mangrove Close Manitoba,"Mangrove Close, Winnipeg, MB R3Y, Canada",-97.208579,49.8050128
Manhattan AVE Manitoba,"Manhattan Ave, Winnipeg, MB, Canada",-97.0832951,49.90456649999999
Manila RD Manitoba,"Manila Rd, Winnipeg, MB R2P, Canada",-97.1747546,49.9585689
Manitoba AVE Manitoba,"Manitoba Ave, Winnipeg, MB, Canada",-97.1699269,49.92547889999999
Manitou Bay Manitoba,"Manitou Bay, Winnipeg, MB R3K, Canada",-97.3015989,49.87988319999999
Mankato CR Manitoba,"Mankato Crescent, Winnipeg, MB R2P, Canada",-97.16970099999999,49.955906
Manley AVE Manitoba,"Manley Ave, Winnipeg, MB R2R, Canada",-97.2109461,49.9349308
Mannerley Way Manitoba,"Mannerley Way, Winnipeg, MB R2P, Canada",-97.170554,49.947121
Manor Haven DR Manitoba,"Manor Haven Dr, Winnipeg, MB R2N, Canada",-97.09122750000002,49.8103518
Manor House Court Manitoba,"Manor House Ct, Winnipeg, MB R2P, Canada",-97.1678378,49.9435827
Manorview Close Manitoba,"Manorview Close, Winnipeg, MB R2P, Canada",-97.16406099999999,49.9445849
Manren CR Manitoba,"Manren Crescent, Winnipeg, MB R2P, Canada",-97.16238,49.950971
Manring CV Manitoba,"Manring Cove, Winnipeg, MB R2J, Canada",-97.060047,49.842864
Mansard Close Manitoba,"Mansard Close, Winnipeg, MB R2P, Canada",-97.165086,49.946672
Mansfield CR Manitoba,"Mansfield Crescent, Winnipeg, MB R2N 1R6, Canada",-97.09904859999999,49.8127204
Manthorne AVE Manitoba,"Manthorne Ave, Winnipeg, MB R2G, Canada",-97.0504266,49.9348372
Maple ST Manitoba,"Maple St N, Winnipeg, MB R2W, Canada",-97.1305612,49.90725339999999
Maple ST North Manitoba,"Maple St N, Winnipeg, MB R2W, Canada",-97.1305612,49.90725339999999
Mapleglen DR Manitoba,"Mapleglen Dr, Winnipeg, MB, Canada",-97.165916,49.9439
Maplegrove RD Manitoba,"Maplegrove Rd, Winnipeg, MB R2V, Canada",-97.091467,49.9654783
Maplehurst RD Manitoba,"Maplehurst Rd, Winnipeg, MB R2J, Canada",-97.070933,49.8601497
Mapleridge AVE Manitoba,"Mapleridge Ave, Winnipeg, MB R3T, Canada",-97.1535851,49.7928943
Mapleton DR Manitoba,"Mapleton Dr, Winnipeg, MB R2P, Canada",-97.17744990000001,49.948442
Maplewood AVE Manitoba,"Maplewood Ave, Winnipeg, MB R3L, Canada",-97.12792499999999,49.86527599999999
Maralbo AVE East Manitoba,"Maralbo Ave E, Winnipeg, MB R2M, Canada",-97.1100814,49.8387647
Maranda PL Manitoba,"Maranda Pl, Winnipeg, MB R3W, Canada",-97.03683,49.9187615
Marble AVE Manitoba,"1108 St James St, Winnipeg, MB R3H, Canada, Canada",-97.2007878,49.89709149999999
Marbury RD Manitoba,"Marbury Rd, Winnipeg, MB R2P, Canada",-97.1679504,49.9469624
Marchant CR Manitoba,"Marchant Crescent, Winnipeg, MB R2K, Canada",-97.0754989,49.9227909
Marcie ST Manitoba,"Marcie St, Winnipeg, MB R2G, Canada",-97.06939609999999,49.9457453
Marcoux PL Manitoba,"Marcoux Pl, Winnipeg, MB R3X, Canada",-97.06987099999999,49.83306
Marcus PL Manitoba,"Marcus Pl, Winnipeg, MB R2C, Canada",-97.02268579999999,49.9069762
Margaret AVE Manitoba,"Margaret Ave, Winnipeg, MB R2V, Canada",-97.11522599999999,49.948442
Margate RD Manitoba,"Margate Rd, Winnipeg, MB R2P, Canada",-97.18098409999999,49.9519007
Margolis PL Manitoba,"Margolis Pl, Winnipeg, MB, Canada",-97.02457849999999,49.90434190000001
Marguerite RD Manitoba,"Marguerite Rd, Winnipeg, MB R2M, Canada",-97.13821720000001,49.8164889
Marianne RD Manitoba,"Marianne Rd, Winnipeg, MB R2R, Canada",-97.200046,49.9543402
Marigold Bay Manitoba,"Marigold Bay, Winnipeg, MB R2V, Canada",-97.1445115,49.939172
Marina PL Manitoba,"Marina Pl, Winnipeg, MB R2J, Canada",-97.0659704,49.84548729999999
Mariner CR Manitoba,"Mariner Crescent, Winnipeg, MB R2P, Canada",-97.1632022,49.956579
Marinus PL Manitoba,"Marinus Pl, Winnipeg, MB R2N, Canada",-97.096549,49.822469
Marion ST Manitoba,"Marion St, Winnipeg, MB, Canada",-97.1006531,49.8819964
Marjorie ST Manitoba,"Marjorie St, Winnipeg, MB, Canada",-97.21328679999999,49.8866212
Mark Pearce AVE Manitoba,"Mark Pearce Ave, Winnipeg, MB R2G, Canada",-97.07491,49.933194
Market AVE Manitoba,"Market Ave, Winnipeg, MB R3B, Canada",-97.1364459,49.8986967
Markham RD Manitoba,"Markham Rd, Winnipeg, MB R3T, Canada",-97.1552194,49.808542
Marksbridge DR Manitoba,"Marksbridge Dr, Winnipeg, MB R3P, Canada",-97.1947422,49.8346617
Markwood PL Manitoba,"Markwood Pl, Winnipeg, MB R2R, Canada",-97.21466690000001,49.937448
Marlene ST Manitoba,"Marlene St, Winnipeg, MB R2M, Canada",-97.0902862,49.843155
Marlow Court Manitoba,"Marlow Ct, Winnipeg, MB R2P, Canada",-97.1716187,49.9447991
Marlton CR Manitoba,"Marlton Crescent, Winnipeg, MB R3R, Canada",-97.27280189999999,49.8641127
Marlyn PL Manitoba,"Marlyn Pl, Winnipeg, MB R2P, Canada",-97.18554859999999,49.9533559
Marnie PL Manitoba,"Marnie Pl, Winnipeg, MB R2P, Canada",-97.166879,49.950138
Maroons RD Manitoba,"Maroons Rd, Winnipeg, MB R3G, Canada",-97.19792819999999,49.88785069999999
Marquis CR Manitoba,"Marquis Crescent, Winnipeg, MB R2P, Canada",-97.1735465,49.948687
Marrington RD Manitoba,"Marrington Rd, Winnipeg, MB R3T, Canada",-97.16185,49.790324
Mars DR Manitoba,"Mars Dr, Winnipeg, MB R3T, Canada",-97.16368899999999,49.842826
Marseilles Close Manitoba,"Marseilles Close, Winnipeg, MB R2P, Canada",-97.1691749,49.9659499
Marshall Bay Manitoba,"Marshall Bay, Winnipeg, MB R3T, Canada",-97.15949289999999,49.83269989999999
Marshall CR Manitoba,"Marshall Crescent, Winnipeg, MB R3T, Canada",-97.1586162,49.8348598
Martell CR Manitoba,"Martell Crescent, Winnipeg, MB R2P, Canada",-97.168438,49.9516459
Martha ST Manitoba,"Martha St, Winnipeg, MB R3B, Canada",-97.1348172,49.9017042
